app,apktool_d,dex2jar,zip,bcel,dx,apktool_a,jarsigner
com.pose,1.05,10.73,13.46,15.40,43.23,3.77,2.33
com.power.videochatfree,1.02,28.27,8.50,18.79,62.95,3.04,1.91
com.proapps.getsocialiglikes1,0.26,2.02,0.98,0.71,4.20,0.66,0.43
com.pworlds.free.chat,0.38,2.94,2.88,2.47,7.00,0.97,0.63
com.QueContactoscom.QC,0.49,2.96,1.32,1.22,9.83,0.99,0.73
com.quoord.tapatalkautoguidefree.activity,1.21,10.54,15.75,18.51,41.02,4.16,2.49
com.quoord.tapatalkbimmer.activity,1.14,10.95,15.76,17.30,36.47,3.98,2.37
com.quora.android,0.84,11.35,7.40,3.10,17.04,2.12,1.41
com.radaris.contact,0.27,2.37,1.13,0.89,5.38,0.77,0.44
com.radicalapps.cyberdust,2.20,12.07,12.17,20.61,44.11,5.86,2.95
com.randomvchat2,0.41,3.61,2.42,2.05,10.41,1.08,0.74
com.rareartifact.freedating62D63774,0.24,0.39,0.02,0.41,2.39,0.49,0.30
com.rayo.fbsuffle,0.46,5.56,4.87,8.04,16.10,1.53,1.00
com.redcactus.repost,0.57,5.45,5.92,3.60,15.41,4.10,2.60
com.redcactus.trackgram,0.38,5.53,6.13,4.15,15.50,1.55,1.02
com.replayit,1.28,8.21,9.72,7.66,19.75,2.91,1.87
com.repost,0.64,7.67,10.16,6.75,19.88,4.50,2.87
com.researchNow.eRewards,0.62,9.35,10.15,11.80,24.18,2.53,1.63
com.sandesh.whoisonline,0.23,0.35,0.00,0.30,2.58,0.51,0.28
com.secondphoneapps.SecondPhoneTextInv,1.31,9.71,12.32,14.35,24.13,3.65,2.27
com.seesmic,0.69,4.92,3.94,8.74,11.81,1.61,1.02
com.sepiasoftware.bestvines,0.28,3.50,3.58,3.86,11.71,1.01,0.67
com.sgiggle.production,2.41,8.72,12.86,37.97,21.15,12.10,7.24
com.shaadi.android,0.92,4.90,5.22,1.22,11.66,2.40,1.58
com.shareitagain.mymoodsmiley,0.82,4.15,3.42,0.85,8.18,1.65,1.06
com.shebatech.Instagram.instafollower.lite,0.52,2.38,0.52,1.73,9.09,1.15,0.77
com.shots.android,1.86,5.02,4.12,9.86,12.93,2.72,1.73
com.sina.weibo,2.81,9.18,11.43,33.43,40.92,6.65,3.48
com.singlesaroundme.android,0.72,6.39,6.67,7.25,16.34,2.17,1.42
com.skout.android,1.60, 10.82,14.29,25.58,48.27,4.59,2.64
com.slammedia.justflirt,0.24,1.78,0.96,0.43,3.84,0.63,0.38
com.smartemojiandroidkeyboard,0.82,4.28,2.82,0.65,11.68,2.79,1.83
com.smartvia.intalk_en,0.52,3.80,2.74,4.03,9.41,1.27,0.85
com.sna.sw2,0.61,5.09,4.92,2.69,14.87,1.64,1.12
com.snapchat.android,2.08,9.67,14.52,6.09,25.29,5.50,3.63
com.sntown.messengerpal,0.56, 6.40,6.64,5.09,31.52,1.67,1.17
com.socialcam.android,0.84,8.18,8.65,17.75,19.35,3.59,2.40
com.socialstar.followergram,0.61,4.70,5.93,9.45,12.00,2.33,1.55
com.socialvideo.instavideodownloader,0.40,3.91,3.59,2.13,12.22,1.20,0.80
com.socialvideo.vdownloadr,0.46,3.71,2.66,2.44,11.22,1.21,0.84
com.spark.christianmingle,0.24,1.74,0.88,0.36,3.74,0.60,0.37
com.sri.lovemessages,0.62,8.66,8.70,3.84,18.27,2.06,1.36
com.stackexchange.marvin,0.98,8.76,11.21,9.15,39.07,2.86,1.78
com.strangerchat,0.62,8.40,9.87,13.60,21.15,2.27,1.49
com.studiod.romanticpoems,0.30,2.66,1.22,0.69,9.37,0.89,0.58
com.swiftchatapp.swiftchat,0.81,3.89,2.91,6.87,12.32,0.83,0.81
com.sygic.friends.android,0.91,8.08,11.14,8.04,23.70,2.91,1.78
com.syncme.syncmeapp,1.65,8.00,10.35,21.09,21.45,3.43,2.30
com.tagsforlikes.tagsforlikes,0.35,2.63,1.70,1.72,5.94,0.77,0.48
com.tapiture.tapiture,1.42,10.54,13.77,16.81,37.03,4.55,2.46
com.tappple.followersplus,0.55,3.56,4.10,6.65,8.79,1.61,0.97
com.teenchat,0.83,8.93,8.86,12.91,20.33,2.24,1.49
com.tektrifyinc.fastfollowandroid,0.41,3.97,4.48,9.07,9.48,1.19,0.80
com.teliapp.followme,0.73,7.66,10.68,3.50,20.00,2.75,1.85
com.tenthbit.juliet,1.32,9.48,10.16,19.56,23.28,3.76,2.18
com.textsmileys.minis,0.60,2.49,1.56,0.67,5.80,0.97,0.79
com.tfreetalk.android.apps.epenpal,1.37,8.53,11.37,3.99,21.35,3.39,2.12
com.tiggel.truthordarekids,0.46,4.72,5.23,2.06,13.80,1.39,0.94
com.timehop,1.24,10.21,14.22,20.97,24.94,3.29,2.15
com.toluna.webservice,0.67,4.58,5.06,6.78,10.74,1.66,1.16
com.topface.topface,1.51, 10.01,14.49,22.15,38.62,4.06,2.42
com.toprankapps.instacomments,0.72,5.31,5.74,15.25,12.84,2.05,1.21
com.toprankapps.instafollow3,0.73,6.90,8.50,13.70,18.17,2.05,1.40
com.translate.browser.facebook,0.38,5.82,7.22,0.46,15.74,1.47,0.99
com.tumblr,1.42,10.44,13.32,12.55,30.86,4.93,3.04
com.twitter.android,3.27, 11.99,12.03,15.00,44.04,6.69,3.72
com.twocreativemonsters.followers.instagram,0.53,2.56,1.96,4.96,5.77,1.05,0.72
com.unearby.sayhi,1.11,9.98,11.57,18.06,26.58,3.34,2.02
com.unicon_ltd.rockuapps.community,0.45,2.37,1.82,2.85,5.86,0.92,0.64
com.untappdllc.app,1.69,11.33,14.27,8.85,48.19,6.01,3.86
com.vkontakte.android,1.63,11.00,16.71,4.24,47.17,5.22,3.18
com.voxle,1.67,10.65,13.02,17.60,45.72,4.88,2.85
com.wallstreetmagnate.mobile,0.64,1.80,0.61,1.49,3.98,0.80,0.66
com.wamba.client,1.18,9.76,14.75,13.04,24.96,3.77,2.36
com.waplog.social,1.04, 11.01,15.81,17.79,33.82,4.01,2.35
com.waplogmatch.social,0.99,9.65,12.89,6.55,23.19,3.05,1.97
com.wapmx.telephony.banter,0.50,2.39,1.84,7.34,5.73,2.54,1.60
com.wassup.android.activities,0.58,4.31,5.28,9.27,9.91,1.54,1.00
com.waycreon.whoviwedmyprofile_paid,0.72,8.49,10.97,6.07,19.85,2.32,1.57
com.weheartit,1.16,11.64,16.08,26.81,59.98,4.47,2.50
com.weirdvoice,0.77,1.98,0.96,4.19,6.19,2.53,1.62
com.wGayTeenageChat,0.28,1.44,0.76,1.79,3.41,0.67,0.39
com.whaff.whaff,1.16,6.69,6.22,11.34,19.27,2.94,1.77
com.whoisgoingout.wigo,1.59,5.95,7.98,13.37,15.93,3.51,2.16
com.whoshere.whoshere,1.52,10.15,11.07,24.20,26.08,11.25,6.94
com.wildec.meet24,0.74,9.17,5.78,10.94,17.45,2.25,1.40
com.wisnia.fakeincomingcall,0.26,1.02,0.22,1.14,3.16,0.56,0.33
com.wSinglePingles,0.40,3.48,2.04,1.70,11.49,1.03,0.69
com.wSocialMediaInstaLikesandFollowers,0.39,3.31,1.88,1.82,11.45,0.99,0.69
com.wTeenLesbianChatandDating,0.39,3.47,1.99,1.77,10.85,1.03,0.69
com.xstudio.lovequotes,0.32,1.18,0.39,1.47,2.97,0.71,0.45
com.yml.fess,0.47,2.68,2.24,5.55,19.84,1.00,0.68
com.yoursite.videocallingandroid,1.06,29.73,10.70,19.57,63.12,3.14,1.94
com.zocialized.mobile,0.39,2.98,3.32,4.90,6.58,1.01,0.66
com.zoemob.gpstracking,1.64,7.57,10.13,7.30,20.91,3.01,2.02
com.zoosk.zoosk,1.57, 8.40,10.33,19.15,20.61,4.04,2.37
com.zwigglers.android.giftsforfriends,1.20, 7.04,7.38,8.05,16.88,2.83,1.84
communication.internet.web.browser,0.40,2.05,1.13,4.55,5.57,0.79,0.52
de.bsi.singlecheck,0.38,3.63,4.43,3.83,7.71,1.07,0.72
forever.android.gays,0.38,0.83,0.41,0.15,2.86,0.71,0.46
fr.LevelMatchCity,0.41,1.91,1.41,3.55,17.49,1.02,0.70
hami.nezneika.instavideodownloader,0.50,4.49,3.54,4.14,12.30,1.37,0.93
HappyBirthday.Song,0.28,1.61,0.66,0.36,3.80,0.67,0.40
id.idweb.freeinstagramfollowers,0.71, 8.09,9.90,8.14,20.75,2.76,1.77
inrtyrtnret.exploe,0.39,5.85,4.78,1.33,14.65,1.44,0.96
io.avocado.android,1.37,6.85,9.51,3.87,18.00,3.21,2.29
iplay.mobiletracker.location.livemap,0.36,3.35,3.17,1.46,9.21,1.03,0.68
jp.cocone.minime,2.78,9.27,11.74,20.81,25.38,7.02,3.93
jp.naver.lineplay.android,3.78,7.56,10.63,5.46,20.69,11.57,7.97
koo.chatwhats.android,0.58,3.89,2.63,1.83,11.53,1.33,0.89
kr.co.vcnc.android.couple,2.21,9.92,15.86,23.45,24.08,5.48,3.24
larry.zou.colorfullife,1.30,3.11,2.05,3.75,20.49,5.91,3.80
ldfdestiny.nomad.lfgdestiny,0.30,2.25,1.32,0.39,4.18,0.70,0.42
me.parlor,0.77,8.00,9.39,6.54,21.50,2.99,1.90
me.superco.app,1.34,10.69,13.36,31.92,50.14,3.39,2.19
me.unfollowers.droid,0.76,5.29,4.15,4.69,15.57,2.09,1.36
mingle.android.mingle,1.44,10.34,14.87,20.20,47.27,3.98,2.34
mobi.bcam.mobile,0.87,7.85,9.57,12.25,20.10,2.63,1.70
net.couplemaker.meeting,0.52,8.30,9.70,12.89,21.58,2.15,1.37
net.daum.android.cafe,1.56,7.19,13.19,8.25,17.96,4.42,2.71
net.eworldui.videouploader,0.50,5.03,5.38,5.14,13.98,1.57,1.08
net.fast.web.browser,0.32,2.30,1.21,2.15,5.48,0.77,0.51
net.miralabs.picquotes,0.64,2.71,1.32,2.73,6.50,1.24,0.84
net.mitchtech.ecard,0.68,2.81,1.43,2.69,6.34,1.20,0.80
net.mylol,0.49,3.27,1.18,1.40,12.48,1.08,0.79
org.buscaparejagratis.bpg,0.29,0.89,0.17,0.92,2.79,0.57,0.34
org.example.DecisionMaker,0.25,0.63,0.03,0.55,2.47,0.52,0.32
org.miralabs.expressions,0.75,2.84,2.02,5.32,6.66,1.57,1.04
org.mots.haxsync,0.37,3.42,1.79,3.56,7.54,1.02,0.71
org.wordpress.android,1.02,6.97,8.33,7.79,19.86,3.94,2.44
pl.belart.fblikes,0.28,1.35,0.69,0.45,3.45,0.63,0.36
ru.citypatrol.iam,2.05,10.12,12.30,22.71,23.95,5.20,2.77
ru.mamba.client,1.13,10.40,14.98,14.39,24.41,3.84,2.34
ru.mobstudio.andgalaxy,0.96,2.99,2.87,4.14,6.96,1.64,1.11
se.yo.android.bloglovin,0.61,4.82,4.37,9.06,10.95,1.62,1.05
sun.way2sms.hyd.com,0.82, 7.96,8.79,6.70,22.17,2.58,1.61
to.emoticon,0.65,6.42,7.07,0.41,16.52,1.79,1.29
us.chatmekikmessager.android,0.55,3.67,1.91,1.45,10.61,1.29,0.83
us.digsso,0.84,8.92,10.21,9.71,24.40,3.39,2.16
us.yapp.android,0.81,10.19,13.86,5.45,25.39,3.98,2.66
uschatlineV1.home,0.32,1.85,0.57,1.42,4.10,0.70,0.49
younow.live,1.55,3.44,1.42,4.55,6.40,8.38,5.43
air.Android_Temperature,0.90,4.10,2.30,2.36,11.88,5.71,3.75
air.clockAndWeather,0.63,1.76,0.58,1.71,3.93,5.06,3.16
amuseworks.thermometer,0.40,5.60,6.58,2.70,15.59,1.45,0.97
aplicacion.tiempo,0.87,8.16,10.42,3.14,22.07,2.80,1.71
au.com.skynews.android.weather,0.64,2.56,1.41,2.59,6.07,1.39,0.93
au.com.weatherzone.android.weatherzonefreeapp,1.18,6.31,6.43,2.77,15.96,2.66,1.68
ca.cumulonimbus.barometernetwork,0.95,7.62,8.12,2.12,20.93,2.76,1.60
cat.joanpujol.eltemps.android.usa,0.89,7.19,7.22,18.20,16.78,2.49,1.52
co.uk.wellingtonweather,0.69,6.11,6.94,1.42,18.00,2.23,1.41
com.accurate.weather.widget,0.59,4.91,5.43,2.29,13.82,1.70,1.10
com.accurateweather.accurateweather,0.69,3.30,1.16,3.32,8.24,1.25,0.84
com.accuweather.android,1.26,8.91,9.51,8.55,22.92,3.63,2.06
com.accuweather.android.tablet,0.62,3.69,3.13,3.22,7.75,1.38,0.97
com.acmeaom.android.myradar,0.52,6.15,5.46,1.50,14.96,1.77,1.20
com.aeroperf.metam,0.74,8.38,9.81,6.95,22.07,2.61,1.66
com.aglogic.swackett,0.68,5.05,4.43,11.05,10.81,1.65,1.09
com.alabamasaftnet.mobile,1.02,8.14,9.58,9.72,22.96,2.80,1.70
com.alokmandavgane.sunrisesunset,0.41,4.20,5.14,1.30,12.13,1.25,0.85
com.aminor.weatherstation,1.03,2.93,1.45,3.28,6.98,1.16,0.83
com.apalon.weatherlive.free,1.13,7.24,7.61,12.00,18.94,3.11,1.79
com.app.liveweatherlite,0.70,5.98,5.82,3.71,16.40,1.90,1.26
com.appdlab.radarexpress,0.56,3.68,2.12,6.69,12.12,1.31,0.90
com.askapplications.weatherwhiskers,0.85,8.52,10.43,8.74,22.61,3.17,1.69
com.audioguidia.myweather,0.46,5.61,6.64,1.39,32.94,1.68,1.04
com.auraquest.travelradar,0.29,1.02,0.15,0.69,2.86,0.55,0.32
com.aurelhubert.niceweather,0.63,6.17,6.96,1.37,16.31,1.84,1.26
com.authentic.weather,0.39,1.98,0.79,1.30,4.40,0.91,0.57
com.aws.android,1.50,9.57,11.93,7.50,32.81,4.32,2.45
com.baronservices.mobilemet.kelo,0.87,5.07,4.98,5.95,13.82,2.02,1.29
com.beebeetle.auroranotifier,0.45,2.29,0.73,2.49,4.16,0.91,0.59
com.bellshare.beweatherfree,1.25,2.10,1.34,3.60,5.75,2.07,1.22
com.belo.weathercastermini,0.83,7.97,11.01,10.56,21.20,2.54,1.66
com.betterapps.dashclock,0.43,2.43,1.17,1.34,5.47,0.91,0.61
com.blogspot.androidinspain,1.03,4.03,2.02,6.69,11.86,2.46,1.60
com.bluefinengineering.android.marineweather,0.49,5.85,7.12,2.00,16.63,1.69,1.17
com.bluemarmot.lunasolaria,0.31,1.28,0.34,1.12,3.27,0.77,0.51
com.boreas.snowdaycalculatorsp2,0.56,5.48,6.69,0.71,15.45,1.65,1.10
com.brainpub.style_weather,0.67,8.30,9.13,7.12,20.49,2.19,1.37
com.brainyfriends.weather.clock.widget,0.35,1.21,0.24,0.96,3.19,0.72,0.47
com.cbcnm.iapp.sld.android.wral,1.05,9.35,8.98,8.99,24.80,3.46,2.06
com.cds.stormeye,0.57,4.45,3.63,2.02,11.87,1.42,0.96
com.cemas.snowforecast,1.14,4.85,5.09,4.52,14.01,2.24,1.53
com.citc.weather,1.47,6.34,6.28,6.10,16.18,2.53,1.80
com.cmgdigital.android.kokiweather,1.05,9.78,10.31,11.10,25.92,3.45,2.07
com.cmgdigital.android.ktvuweather,1.05,9.99,13.76,13.65,32.33,3.41,2.11
com.cmgdigital.android.wftvweather,1.03,10.03,11.34,11.04,24.75,3.40,2.00
com.cmgdigital.android.whioweather,1.04,9.75,12.48,11.44,40.89,3.57,2.04
com.cmgdigital.android.wpxiweather,1.02,9.66,12.37,11.47,25.10,3.44,2.00
com.cmgdigital.android.wsbweather,0.98,9.75,8.83,11.94,27.86,3.64,2.04
com.cmgdigital.android.wsocweather,1.01,9.60,8.33,12.71,42.92,3.46,1.99
com.cmgdigital.android.wtevweather,1.06,8.89,11.92,11.39,24.79,3.36,1.98
com.conduit.app_af902dd20a4c4627aea4c4885523425d.app,1.35,10.09,9.65,17.32,25.23,6.98,4.57
com.cube.arc.efa,1.32,9.91,10.72,9.96,23.82,3.68,2.15
com.cube.arc.ffa,1.14,10.19,11.82,9.94,26.45,3.41,2.16
com.cube.arc.hfa,2.22,16.25,4.56,7.66,32.86,4.23,2.56
com.cube.arc.tfa,1.76,9.50,3.53,7.74,26.18,3.42,1.98
com.devexpert.weather,1.27,4.31,1.27,4.59,25.09,2.19,1.31
com.digcy.mycast,1.20,2.28,0.41,2.68,6.48,1.76,1.07
com.doapps.android.mln.MLN_676585eae37f40a91777a02fc2c688ac,1.55, 10.86,4.81,7.48,31.60,3.96,2.55
com.doapps.android.mln.wthr_weather,1.98, 11.29,4.50,6.98,31.30,3.68,2.30
com.droid27.d3flipclockweather.theme02,0.42,1.09,0.10,0.71,3.36,0.79,0.48
com.droid27.transparentclockweather,1.11, 6.25,1.80,6.60,18.47,2.59,1.59
com.dzano.weather,1.02,3.07,0.67,1.14,7.13,1.51,0.98
com.earthquakemap.quake,1.25,9.90,2.52,7.62,18.87,2.56,1.55
com.Elecont.Map,1.16,6.77,0.75,4.39,11.44,2.02,1.25
com.enginedilema.temperatureconverter,0.38,3.31,0.64,0.38,11.49,1.10,0.67
com.exovoid.weather.app,1.69,11.16,4.39,7.16,30.64,4.04,2.45
com.fccinteractive.snowday,1.08,10.03,4.38,4.23,24.70,2.79,1.69
com.fujimoto.hsf,0.64,3.33,0.65,4.49,8.47,1.32,0.87
com.fusionworks.dinfo,1.77,7.39,2.26,2.82,19.13,3.01,1.90
com.gau.go.weatherex.appbilling.dynamicsbg.mrrabbit,0.62,1.60,0.22,0.78,4.06,1.08,0.67
com.gau.go.weatherex.appbilling.systemwidgetskin.constellationskin,0.87,5.55,1.85,0.75,16.56,1.85,0.96
com.gau.go.weatherex.appbilling.systemwidgetskin.galaxyskin,0.45,2.46,0.16,0.83,9.65,1.09,0.73
com.gau.go.weatherex.appbilling.systemwidgetskin.googlestyleskin,0.60,5.32,1.69,0.77,14.35,1.59,0.92
com.gau.go.weatherex.dynamicsbg.classicnew,0.44,0.69,0.04,0.66,2.54,0.76,0.53
com.gau.go.weatherex.dynamicsbg.defaultv3,0.44,2.47,0.93,0.60,9.48,1.03,0.65
com.gau.go.weatherex.systemwidgetskin.blacktransparentskin,0.34,0.58,0.05,0.59,2.73,0.64,0.43
com.gau.go.weatherex.systemwidgetskin.moonlightskin,0.39,4.43,4.51,0.62,13.39,1.47,0.91
com.gau.go.weatherex.systemwidgetskin.pearinspaceskinnew,0.34,2.14,0.69,3.10,4.37,0.73,0.50
com.gau.go.weatherex.systemwidgetskin.whiteskin,0.59,4.64,4.99,0.60,13.32,1.74,1.09
com.gau.go.weatherex.theme.gowidget.blacktransparentskin,0.43,4.67,5.10,0.69,13.45,1.44,0.89
com.gau.go.weatherex.theme.gowidget.jokulskin,0.39,7.38,4.53,0.64,12.66,1.44,0.88
com.gau.go.weatherex.theme.gowidget.outerspaceskin,0.40,4.76,4.51,0.66,13.10,1.45,0.89
com.gau.go.weatherex.theme.gowidget.purplenightskin,0.44,4.74,4.41,0.65,13.23,1.49,0.92
com.ghvandoorn.Raindar,0.26,0.69,0.02,0.60,2.58,0.54,0.32
com.gismeteo.client,0.51,6.43,6.71,2.28,18.96,1.97,1.23
com.globalcanofworms.android.simpleweatheralert,0.32,2.41,1.58,0.57,5.58,0.79,0.51
com.go.abclocal.kabc.android.weather,1.06,9.96,10.84,11.50,29.45,3.65,2.17
com.go.abclocal.kfsn.android.weather,1.03,10.24,11.07,11.95,26.73,3.70,2.18
com.go.abclocal.kgo.android.weather,1.07,10.00,10.72,11.84,24.86,4.58,2.22
com.go.abclocal.ktrk.android.weather,1.03,10.11,10.96,11.59,26.05,4.61,2.45
com.go.abclocal.wabc.android.weather,1.78,11.29,9.79,10.42,26.66,3.49,2.05
com.go.abclocal.wpvi.android.weather,1.04,9.94,9.65,10.00,25.84,3.56,2.02
com.go.abclocal.wtvd.android.weather,1.00,9.68,9.03,10.31,25.55,3.56,1.99
com.gof.oklahoma.android,0.97,9.89,8.97,9.86,25.99,3.48,2.02
com.h3r3t1c.temp,0.28,2.01,0.83,1.21,3.90,0.71,0.46
com.hbi.wdtinc.android.KOB,1.29,9.73,8.30,9.94,31.59,4.09,2.02
com.heaven.thermo,0.55,4.51,2.73,0.64,13.70,2.31,1.30
com.hmk.weather,0.50,3.89,2.08,1.41,14.09,1.28,0.92
com.idmobile.usameteo,1.45,8.80,3.73,3.66,26.45,3.34,1.84
com.idmobile.worldmeteo,1.18,12.09,3.88,3.62,27.27,3.27,1.79
com.inspiredart.dreamweather,0.62,2.70,0.52,1.04,12.10,1.27,0.74
com.inspiredart.newswipe,0.82,4.81,1.91,1.19,18.19,1.74,1.19
com.inspiredart.niceweather,0.78,5.16,1.92,1.12,15.84,1.89,1.21
com.inspiredart.swiperweatherwidget,0.78,6.15,1.78,0.69,17.64,1.74,1.09
com.itpositive.solar,0.57,4.36,1.34,6.23,11.96,1.57,1.03
com.jiran.weatherlocker,1.47, 7.27,2.60,7.49,23.29,4.39,2.52
com.joshclemm.android.apps.projectlawn,0.38,1.08,0.11,0.19,3.22,0.72,0.46
com.jrustonapps.mytidetimes,0.69,6.75,2.47,1.18,18.02,1.70,1.05
com.kait.android.weather,1.24,8.80,4.38,5.76,29.33,3.40,1.86
com.kalb.android.weather,1.27,10.27,4.16,6.52,27.29,3.78,1.91
com.katc.android.weather,1.35,10.31,4.37,6.91,27.16,3.50,1.94
com.kbsbng.androidapps.sunrise_sunset_calculator,0.56,7.62,3.36,0.71,25.61,2.10,1.33
com.kcbd.android.weather,1.20,8.85,4.26,6.12,28.00,3.36,1.91
com.kcci.android.weather,1.30,10.50,4.78,4.64,29.92,3.89,2.20
com.kcnc.android.weather,1.28,9.86,4.88,4.68,38.01,3.81,2.24
com.kcra.android.weather,1.33,10.28,4.79,4.64,35.79,3.78,2.19
com.kcrg.android.weather,1.15,10.20,6.91,6.30,29.47,3.33,1.91
com.kctv.android.weather,1.24,10.89,4.41,6.34,28.58,3.32,1.93
com.kdfw.android.weather,1.26,10.07,4.26,6.77,26.54,3.33,1.91
com.kdka.android.weather,1.34,10.65,4.72,4.97,28.78,3.99,2.20
com.kellytechnology.NOAA_Now,0.58,8.87,4.92,0.94,23.36,2.03,1.35
com.keye.android.weather,1.32,9.18,4.28,6.71,27.55,3.48,1.91
com.kfdm.android.weather,1.22,10.06,4.20,6.92,27.47,3.46,1.91
com.kfvs.android.weather,1.28,10.10,4.22,6.38,26.41,3.37,1.88
com.khbs.android.weather,1.31,10.45,4.65,4.61,30.19,3.92,2.20
com.khnl.android.weather,1.28,10.61,4.29,6.62,28.05,3.35,1.91
com.kltv.android.weather,1.26,10.13,4.41,6.30,28.86,3.38,1.93
com.kmbc.android.weather,1.34,10.50,4.97,4.87,30.86,3.91,2.24
com.kmsp.android.weather,1.29,9.93,4.25,6.66,29.27,3.51,1.93
com.knoe.android.weather,1.31,10.27,4.33,5.75,27.01,3.32,1.89
com.koam.android.weather,1.24,10.32,4.20,6.63,28.76,3.66,1.93
com.koco.android.weather,1.27,9.93,4.72,4.58,33.64,3.97,2.20
com.kovr.android.weather,1.23,10.94,4.63,4.49,31.03,4.05,2.25
com.kpix.android.weather,1.37,11.17,4.90,4.65,31.37,4.24,2.48
com.kplc.android.weather,1.55,10.66,4.35,6.46,30.96,3.92,2.31
com.kptv.android.weather,1.58,13.04,4.41,6.13,27.37,3.57,2.18
com.krgv.android.weather,1.64,11.19,4.58,6.05,30.00,3.62,2.22
com.kriv.android.weather,1.51,10.84,4.48,7.18,30.38,3.71,2.17
com.kron.weather,1.23,3.02,0.86,2.62,8.11,1.77,1.25
com.krqe.android.weather,1.61,10.90,5.05,4.46,49.76,4.22,2.60
com.ksat.storm.pins,1.39,11.80,3.11,10.99,26.11,2.91,1.70
com.ksaz.android.weather,1.53,11.16,4.55,7.05,29.76,3.82,2.16
com.ksdk.android.weather,1.57,10.77,4.59,6.37,28.76,3.89,2.24
com.ksl.android.weather,1.47,10.90,4.44,6.08,30.53,3.61,2.22
com.ksla.android.weather,1.55,10.13,3.84,5.06,37.41,3.66,2.20
com.ksnw.android.weather,1.55,11.26,4.98,4.84,28.79,4.39,2.47
com.kspr.android.weather,1.61,11.27,5.08,5.14,29.27,4.25,2.51
com.kthv.android.weather,1.61,11.98,4.29,6.27,29.31,3.60,2.14
com.ktiv.android.weather,1.72,11.14,4.55,6.91,26.36,3.45,2.24
com.ktre.android.weather,1.50,10.63,4.45,6.73,30.19,3.66,2.12
com.ktul.android.weather,1.55,11.37,4.41,6.67,27.77,3.69,2.12
com.ktvt.android.weather,1.55,10.41,4.96,4.81,29.41,4.40,2.56
com.kusa.android.weather,1.56,10.77,4.45,6.71,42.70,3.58,2.15
com.kutv.android.weather,1.38,11.10,5.72,6.25,28.73,3.63,2.20
com.kvly.android.weather,1.55,10.74,4.47,6.04,28.65,3.72,2.22
com.kvue.android.weather,1.53,11.04,4.46,6.15,26.22,3.37,3.39
com.kwch.android.weather,1.58,12.58,5.51,7.76,26.97,3.33,1.92
com.kwwl.android.weather,1.48,10.66,4.20,6.39,27.49,3.31,1.92
com.kxan.android.weather,1.26,10.43,4.81,4.80,31.82,3.81,2.17
com.kxas.android.weather,1.12,10.07,8.58,6.55,28.03,3.29,1.91
com.kxtx.android.weather,1.22,10.07,4.26,6.08,43.81,3.42,1.94
com.kytv.android.weather,1.26,10.72,4.65,4.53,29.78,4.09,2.14
com.kyw.android.weather,1.00,10.63,4.77,4.82,30.63,3.60,2.13
com.lachainemeteo.marine.androidapp,2.45,8.68,8.99,10.54,20.07,6.43,3.00
com.levelup.brightweather,1.00, 6.34,5.57,9.24,16.66,2.17,1.48
com.localtvllc.fourwarnme,0.28,1.87,0.60,1.68,4.03,0.68,0.42
com.macropinch.swan,0.40,4.43,2.95,2.79,24.44,1.29,0.81
com.mcneil.zyrtec.allergycast.activity,1.21,4.03,3.38,5.41,9.73,1.79,1.21
com.mobileapp.weather,0.44,4.41,3.61,1.58,12.40,1.28,0.88
com.mobilerise.alarmclock,0.68,7.61,7.58,6.54,19.05,2.41,1.47
com.mobilerise.thermometer,0.43,2.84,1.17,1.42,11.01,1.00,0.68
com.mobilerise.weather.clock.free,0.65,8.50,6.73,3.11,17.05,2.09,1.30
com.mobilestarllc.eltiempo,0.27,1.43,0.34,1.23,3.35,0.59,0.37
com.mobilityflow.animatedweather.free,1.14,3.46,1.10,3.39,9.94,15.63,11.47
com.mobilityflow.weather3d,1.00,2.07,0.95,2.35,5.24,10.31,6.96
com.mobimidia.climaTempo,1.02,10.13,10.75,14.91,38.45,3.73,2.07
com.mylocaltv.khqwx,1.12,9.35,10.07,7.15,23.74,3.77,2.20
com.mylocaltv.wbmawx,1.08,9.52,10.16,7.04,30.79,3.71,2.19
com.mylocaltv.wralwx,1.02,9.56,10.10,7.35,25.44,3.63,2.15
com.myriadmobile.wdayweather,0.56,5.54,5.60,4.62,15.03,1.74,1.19
com.necn.android.weather,0.98,8.70,10.06,6.84,22.15,3.01,1.82
com.neenbedankt.rainydays,0.66,6.98,7.17,3.60,19.00,3.86,2.51
com.netatmo.netatmo,1.42,8.58,9.40,7.85,22.79,4.51,2.38
com.newholland.agriculture.android.nhweather,0.49,1.46,0.52,0.14,3.52,0.89,0.62
com.nstudio.weatherhere.free,0.66,5.00,3.30,2.76,14.66,1.42,1.00
com.onecrayon.forecastio,0.41,2.19,1.06,0.37,5.41,0.84,0.59
com.onlinewolves.weather,0.52,6.41,5.87,1.26,16.34,1.69,1.12
com.opensignal.weathersignal,0.58,2.90,1.33,3.56,6.51,1.10,0.74
com.orbar.NotificationWeather,0.50,2.60,1.49,2.34,6.04,1.00,0.68
com.palmarysoft.forecaweather,1.21,4.68,2.98,2.15,13.39,2.23,1.37
com.pelmorex.WeatherEyeAndroid,1.13,8.85,10.03,11.10,26.49,3.58,1.94
com.phonegap.MSWMobile,0.90,6.29,4.08,5.12,14.78,4.67,3.05
com.planet.earth,0.49, 3.48,2.46,3.24,7.67,1.16,0.79
